Price,Price per Unit,Brand,category,Description,URL
0.99,4.3,CARREFOUR CLASSIC,Pâtes feuilletées,Pâtes à tarte,https://www.carrefour.fr/p/pate-feuilletee-carrefour-classic-3270190022534?t=36994
3.07,15.35,HERTA,Lardons de porc fumés,Lardons de porc,https://www.carrefour.fr/p/lardons-fumes-herta-3154230802136?t=36994
2.07,12.94,CARREFOUR EXTRA,Blancs de poulet doré au four,Blancs de poulet reconstitués,https://www.carrefour.fr/p/blanc-de-poulet-dore-au-four-carrefour-extra-3270190203414?t=36994
3.11,10.37,CARREFOUR,Saucissons cuits,Cervelas,https://www.carrefour.fr/p/cervelas-pur-porc-carrefour-3270190208693?t=36994
2.0,22.22,FILIERE QUALITE CARREFOUR,Chorizo en tranches,Chorizo,https://www.carrefour.fr/p/chorizo-fort-filiere-qualite-carrefour-3560070690220?t=36994
2.0,26.67,CARREFOUR,Coppa,Charcuteries,https://www.carrefour.fr/p/coppa-fines-tranches-carrefour-3560070690169?t=36994
1.86,12.4,CARREFOUR CLASSIC,Dés de jambon,Charcuteries cuites,https://www.carrefour.fr/p/des-de-jambon-carrefour-classic-3270190199359?t=36994
1.14,8.38,CARREFOUR SENSATION,Feuilles de brick,Pâtes à tarte,https://www.carrefour.fr/p/feuilles-de-brick-sale-sucre-carrefour-sensation-3560070454747?t=36994
3.92,24.5,CARREFOUR EXTRA,Charcuteries,Viandes,https://www.carrefour.fr/p/jambon-le-superieur-sel-reduit-carrefour-extra-3560070719266?t=36994
3.62,15.08,CARREFOUR CLASSIC,Jambons blancs,Jambons,https://www.carrefour.fr/p/jambon-le-paris-cuit-a-l-etouffee-carrefour-classic-3560071096298?t=36994
1.77,6.21,CARREFOUR CLASSIC,Pâte à pizza fine,Pâtes à pizza,https://www.carrefour.fr/p/pate-a-pizza-fine-et-ronde-carrefour-classic-3245412801013?t=36994
3.21,7.13,CARREFOUR CLASSIC,Pizzas fraîches,Pizzas au chorizo,https://www.carrefour.fr/p/pizza-chorizo-carrefour-classic-3245412149269?t=36994
3.72,12.4,CARREFOUR CLASSIC,Saucissons cuits,Saucissons à l'ail,https://www.carrefour.fr/p/saucisson-a-l-ail-fume-carrefour-classic-3270190208631?t=36994
8.21,27.37,REFLETS DE FRANCE,Saucisson sec d'Auvergne,Saucissons secs,https://www.carrefour.fr/p/saucisson-sec-d-auvergne-reflets-de-france-3245390021298?t=36994
4.07,16.96,REFLETS DE FRANCE,Tartes,Flammekueches,https://www.carrefour.fr/p/tartes-flambees-flammekueches-reflets-de-france-3560070896400?t=36994
4.94,61.75,CARREFOUR,Viande des grisons,Viandes séchées,https://www.carrefour.fr/p/viande-des-grisons-carrefour-3560070955763?t=36994
1.5,3.95,CRF CLASSIC,Gnocchi de pommes de terre,Gnocchi,https://www.carrefour.fr/p/gnocchi-narure-crf-classic-3560070848447?t=36994
3.21,21.4,HERTA,Plain lardons,Lardons,https://www.carrefour.fr/p/lardons-natures-conservation-sans-nitrite-herta-3154230802259?t=36994
3.21,21.4,HERTA,Lardons de porc fumés,Lardons de porc,https://www.carrefour.fr/p/lardons-fumes-conservation-sans-nitrite-herta-3154230802280?t=36994
2.66,7.39,LUSTUCRU,Tagliatelles,Tagliatelles aux œufs,https://www.carrefour.fr/p/pates-fraiches-tagliatelle-lustucru-3240931546353?t=36994
3.83,13.68,MARIE,Coquillettes jambon fromage,Coquillettes,https://www.carrefour.fr/p/plat-cuisine-coquillettes-jambon-fromage-marie-3248832967277?t=36994
2.78,10.3,SODEBO,Sandwich viennois poulet oeuf,Poulets rôtis,https://www.carrefour.fr/p/sandwich-baguette-pain-viennois-poulet-oeuf-mayo-legere-sodebo-3242272921059?t=36994
3.53,15.69,CARREFOUR EXTRA,Chorizo,Saucissons,https://www.carrefour.fr/p/chorizo-fort-carrefour-extra-3560071252052?t=36994
2.74,9.13,CARREFOUR CLASSIC,Concombres,Salades de concombres,https://www.carrefour.fr/p/concombres-fromage-blanc-et-ciboulette-carrefour-classic-3560070446384?t=36994
3.51,29.25,FILIERE QUALITE CARREFOUR,Jambons blancs,Jambons,https://www.carrefour.fr/p/jambon-cuit-decouenne-reduit-en-sel-filiere-qualite-carrefour-3560070508105?t=36994
3.08,34.22,CARREFOUR LE MARCHE,Jambons secs,Jambons crus,https://www.carrefour.fr/p/jambon-sec-a-l-italienne-carrefour-le-marche-3560070690282?t=36994
3.49,14.54,REFLETS DE FRANCE,Knacks industrielles,Saucisses de Strasbourg,https://www.carrefour.fr/p/knacks-d-alsace-reflets-de-france-3560070382828?t=36994
1.86,9.3,SIMPL,Charcuteries à cuire,Poitrine de porc,https://www.carrefour.fr/p/lardons-nature-simpl-3560070536610?t=36994
3.04,10.13,CARREFOUR,Raviolis fraîs au fromage,Pâtes fraîches au fromage,https://www.carrefour.fr/p/pates-fraiches-ravioli-4-fromages-carrefour-3245411400712?t=36994
2.14,11.89,CARREFOUR CLASSIC,Pizzas fraîches,Pizzas aux trois fromages,https://www.carrefour.fr/p/pizza-3-fromages-carrefour-classic-3245411954277?t=36994
3.28,7.29,CARREFOUR CLASSIC,Pizzas chèvre lardons,Pizzas,https://www.carrefour.fr/p/pizza-chevre-lardons-carrefour-classic-3245412149146?t=36994
3.39,7.53,CARREFOUR CLASSIC,Pizzas aux quatre fromages,Pizzas au fromage,https://www.carrefour.fr/p/pizza-4-fromages-carrefour-classic-3560070593330?t=36994
3.06,11.77,CARREFOUR EXTRA,Quiches lorraines,Quiches,https://www.carrefour.fr/p/quiche-lorraine-carrefour-extra-3245411254650?t=36994
2.25,7.5,CARREFOUR,Salades piémontaises au jambon,Salades piémontaises,https://www.carrefour.fr/p/salade-piemontaise-jambon-carrefour-3270190207474?t=36994
3.62,9.05,REFLETS DE FRANCE,Spätzle,Pâtes fraîches aux œufs,https://www.carrefour.fr/p/spaetzle-aux-oeufs-frais-reflets-de-france-3560071003043?t=36994
3.71,14.27,CARREFOUR EXTRA,Tartes au fromage,Tartes,https://www.carrefour.fr/p/tartes-aux-fromages-carrefour-extra-3245411254599?t=36994
3.45,19.17,CARREFOUR BON APPETIT,Poulet crudités,Sandwichs au poulet,https://www.carrefour.fr/p/wraps-poulet-roti-crudites-carrefour-bon-appetit-3560070711871?t=36994
2.96,22.77,DAUNAT,Sandwichs Jambon Fromage,Sandwichs à l'emmental,https://www.carrefour.fr/p/sandwichs-mini-jambon-emmental-daunat-3367651001884?t=36994
2.04,13.6,FLEURY MICHON,Allumettes de jambon de volaille,Dés de jambon,https://www.carrefour.fr/p/allumettes-de-jambon-cuit-fleury-michon-3095758914010?t=36994
4.31,15.39,FLEURY MICHON,Risottos aux cèpes,Risottos aux champignons,https://www.carrefour.fr/p/plat-cuisine-risotto-au-poulet-et-aux-cepes-fleury-michon-3302740606106?t=36994
3.2,21.33,HERTA,Lardons de porc,Allumettes de porc,https://www.carrefour.fr/p/allumettes-fumees-conservation-sans-nitrite-herta-3154230802310?t=36994
2.69,12.81,HERTA KNACKI,Saucisses de poulet,Saucisses de volaille,https://www.carrefour.fr/p/saucisses-100-poulet-herta-knacki-7613035287167?t=36994
6.08,20.97,MARIE,Plats au cabillaud,Plats préparés à réchauffer au micro ondes,https://www.carrefour.fr/p/plat-cuisine-cabillaud-citron-legumes-marie-3166353931402?t=36994
4.42,15.79,MARIE,Pâtes au saumon,Pâtes au poisson,https://www.carrefour.fr/p/plat-cuisine-penne-saumon-epinards-marie-3248832960025?t=36994
5.51,18.37,MARIE,Confits de canard,Plats préparés à réchauffer au micro ondes,https://www.carrefour.fr/p/plats-cuisines-canard-confit-pommes-de-terre-marie-3248830692287?t=36994
4.25,17.0,RANA,Pâtes farcies,Plats à base de pâtes,https://www.carrefour.fr/p/pates-fraiches-cappelletti-jambon-cru-rana-8001665714587?t=36994
2.48,18.37,SODEBO,Sandwichs polaires,Sandwichs Jambon Fromage,https://www.carrefour.fr/p/sandwichs-club-pain-suedois-jambon-cheddar-sodebo-3242272890959?t=36994
2.91,12.65,SODEBO,Sandwichs au thon,Sandwichs au poisson,https://www.carrefour.fr/p/sandwichs-club-pain-viennois-thon-oeuf-sodebo-3242272981459?t=36994
3.23,12.92,CARREFOUR EXTRA,Boudin noir sauté,Boudins noirs,https://www.carrefour.fr/p/boudins-noirs-a-l-ancienne-carrefour-extra-3560070506040?t=36994
1.6,5.33,CARREFOUR CLASSIC,Entrées froides,Céleris Rémoulade,https://www.carrefour.fr/p/celeri-remoulade-carrefour-classic-3270190207535?t=36994
1.09,4.11,CARREFOUR CLASSIC,Légumineuses sèches,Légumes en conserve,https://www.carrefour.fr/p/haricots-blancs-carrefour-classic-3560070273454?t=36994
3.0,33.33,FILIERE QUALITE CARREFOUR,Jambons Serrano,Produits carnés espagnols,https://www.carrefour.fr/p/jambon-serrano-11-mois-d-age-filiere-qualite-carrefour-3560070690312?t=36994
3.14,39.25,CARREFOUR LE MARCHE,Jambons de Bayonne,Jambons secs,https://www.carrefour.fr/p/jambon-de-bayonne-carrefour-le-marche-3560070690343?t=36994
4.07,25.44,CARREFOUR EXTRA,Jambons blancs,Jambons,https://www.carrefour.fr/p/jambon-le-superieur-avec-couenne-carrefour-extra-3560071014520?t=36994
3.1,19.38,CARREFOUR CLASSIC,Jambons blancs,Jambons,https://www.carrefour.fr/p/jambon-le-paris-cuit-a-l-etouffee-carrefour-classic-3560071096281?t=36994
2.47,7.06,CARREFOUR CLASSIC,Knacks industrielles,Saucisses de Strasbourg,https://www.carrefour.fr/p/knacks-pur-porc-carrefour-classic-3560071013875?t=36994
1.99,26.53,CARREFOUR SENSATION,Saucissons secs,Saucissons,https://www.carrefour.fr/p/mini-saucissons-secs-carrefour-sensation-3560070692842?t=36994
2.71,15.06,CARREFOUR,Mousses de canard au porto,Mousses de canard,https://www.carrefour.fr/p/mousse-au-canard-au-porto-carrefour-3270190203445?t=36994
3.77,10.77,CARREFOUR EXTRA,Plats au bœuf,Lasagnes préparées,https://www.carrefour.fr/p/plat-cuisine-lasagnes-bolognaise-carrefour-extra-3270190256076?t=36994
4.0,16.67,REFLETS DE FRANCE,Ravioles,Plats préparés frais,https://www.carrefour.fr/p/ravioles-au-saint-marcellin-reflets-de-france-3560070430109?t=36994
1.45,10.0,CARREFOUR BON APPETIT,Sandwichs Jambon Fromage,Sandwichs à l'emmental,https://www.carrefour.fr/p/sandwich-jambon-emmental-carrefour-bon-appetit-3560070565283?t=36994
2.86,12.43,CARREFOUR BON APPETIT,Sandwichs au poulet,Sandwichs aux crudités,https://www.carrefour.fr/p/sandwich-poulet-roti-crudites-carrefour-bon-appetit-3560070953028?t=36994
3.94,13.13,CARREFOUR,Saucissons cuits,Saucissons à l'ail,https://www.carrefour.fr/p/saucisson-a-l-ail-nature-carrefour-3270190208624?t=36994
4.45,55.62,CARREFOUR,Viande de bœuf séchée,Viandes séchées,https://www.carrefour.fr/p/viande-de-boeuf-sechee-carrefour-3560070621712?t=36994
2.91,9.09,BONDUELLE,Plats à base de riz,Salades composées,https://www.carrefour.fr/p/salade-de-riz-thon-basilic-bonduelle-3083681081596?t=36994
2.8,21.54,DAUNAT,Sandwichs à l'emmental,Sandwichs au poulet,https://www.carrefour.fr/p/sandwichs-poulet-emmental-daunat-3367651001891?t=36994
3.7,30.83,FLEURY MICHON,Jambon cuit supérieur,Jambon cuit supérieur découenné,https://www.carrefour.fr/p/jambon-le-tranche-fin-degustation-conservation-sans-nitrite-fleury-michon-3095756102013?t=36994
4.03,33.58,FLEURY MICHON,Charcuteries,Viandes,https://www.carrefour.fr/p/jambon-le-torchon-cuit-a-l-etouffee-reduit-en-sel-fleury-michon-3095758049019?t=36994
3.93,28.07,FLEURY MICHON,Jambons blancs,Porc et dérivés,https://www.carrefour.fr/p/jambon-le-superieur-conservation-sans-nitrite-fleury-michon-3302740047367?t=36994
4.74,15.8,FLEURY MICHON,Plats préparés à réchauffer au micro ondes,Plats au poulet,https://www.carrefour.fr/p/plat-cuisine-filet-de-poulet-pommes-de-terre-a-la-sarladaise-fleury-michon-3302748427024?t=36994
3.18,21.2,HERTA,Lardons de porc,Allumettes de porc,https://www.carrefour.fr/p/allumettes-nature-conservation-sans-nitrite-herta-3154230802341?t=36994
2.1,7.92,HERTA,Pâtes à pizza,Produits de boulangerie,https://www.carrefour.fr/p/pate-a-pizza-fine-et-ronde-herta-7613035648494?t=36994
3.25,32.5,HERTA,Poitrines fumées,Charcuteries à cuire,https://www.carrefour.fr/p/poitrine-fumee-fines-tranches-herta-7613034423146?t=36994
2.13,21.3,MADRANGE,Terrines de campagne,Pâtés de campagne,https://www.carrefour.fr/p/pate-terrine-campagne-mousse-canard-madrange-3180940084449?t=36994
4.52,18.08,RANA,Raviolis fraîs au fromage,Pâtes fraîches au fromage,https://www.carrefour.fr/p/pates-fraiches-grandi-girasoli-cepes-fromage-et-champignons-eminces-rana-8001665712774?t=36994
3.74,13.36,SODEBO,Box,Plats préparés à réchauffer au micro ondes,https://www.carrefour.fr/p/box-pates-poulet-creme-emmental-sodebo-3242272256854?t=36994
5.25,13.12,SODEBO,Pizza jambon fromage,Pizza au jambon,https://www.carrefour.fr/p/pizza-dolce-regina-mozzarella-jambon-champignons-sodebo-3242272347552?t=36994
6.1,25.42,SODEBO,Plats au poulet,Plats à la volaille,https://www.carrefour.fr/p/salade-caesar-poulet-et-concasse-de-tomates-sechees-sodebo-3242274500054?t=36994
4.29,25.24,TOURNEBON,Saucisses sèches,Dry sausage,https://www.carrefour.fr/p/saucisse-seche-pur-porc-tournebon-8410843077657?t=36994
2.63,21.92,CARREFOUR EXTRA,Blancs de poulet aux herbes,Blancs de poulet reconstitués,https://www.carrefour.fr/p/blanc-de-poulet-aux-herbes-carrefour-extra-3245412161971?t=36994
4.76,68.0,CARREFOUR CLASSIC,Bresaola della Valtellina,Bresaola,https://www.carrefour.fr/p/bresaola-carrefour-classic-3245413554758?t=36994
1.02,3.4,CARREFOUR CLASSIC,Carottes râpées,Entrées froides,https://www.carrefour.fr/p/carottes-rapees-au-jus-de-citron-carrefour-classic-3270190212980?t=36994
1.98,19.8,CARREFOUR EXTRA,Mousses de canard au porto,Mousses de canard,https://www.carrefour.fr/p/mousse-au-canard-au-porto-carrefour-extra-3245413489876?t=36994
4.6,10.45,CARREFOUR,Microwave meals,Meals with chicken,https://www.carrefour.fr/p/plat-cuisine-couscous-poulet-merguez-carrefour-3270190250418?t=36994
2.02,9.18,CARREFOUR EXTRA,Rillettes du Mans,Rillettes de porc,https://www.carrefour.fr/p/rillettes-du-mans-carrefour-extra-3270190020677?t=36994
3.96,13.2,CARREFOUR,Pâtes au saumon,Pâtes au poisson,https://www.carrefour.fr/p/salade-fettucine-aux-2-saumons-carrefour-3245413924384?t=36994
4.45,17.8,CARREFOUR ORIGINAL,Saucisses sèches,Saucissons,https://www.carrefour.fr/p/saucisse-seche-pur-porc-carrefour-original-3560070672509?t=36994
5.0,20.0,CARREFOUR,Saucissons secs pur porc,Saucissons secs,https://www.carrefour.fr/p/saucisson-sec-pur-porc-carrefour-3560070672417?t=36994
1.77,3.54,CARREFOUR CLASSIC,Taboulés orientaux,Taboulés,https://www.carrefour.fr/p/taboule-oriental-carrefour-classic-3270190207504?t=36994
2.19,7.3,BONDUELLE,Taboulés orientaux,Taboulés,https://www.carrefour.fr/p/taboule-menthe-huile-d-olive-bonduelle-3083680484466?t=36994
3.51,29.25,FLEURY MICHON,Viandes  Charcuteries  Charcuteries cuites  Blancs de volaille en tranches  Blancs de dinde en tranches,,https://www.carrefour.fr/p/blanc-de-dinde-fume-fleury-michon-3095756312016?t=36994
3.7,23.12,FLEURY MICHON,Blancs de poulet en tranches,Blancs de volaille en tranches,https://www.carrefour.fr/p/blanc-de-poulet-halal-fleury-michon-3095750507012?t=36994
5.29,17.63,FLEURY MICHON,Plats préparés à réchauffer au micro ondes,Plats au saumon,https://www.carrefour.fr/p/plat-cuisine-parmentier-de-saumon-aux-epinards-fleury-michon-3302740030932?t=36994
4.36,14.53,FLEURY MICHON,Plats à la dinde,Plats préparés à réchauffer au micro ondes,https://www.carrefour.fr/p/plat-cuisine-escalope-milanaise-spaghettis-tomate-fleury-michon-3302740447020?t=36994
4.73,11.82,FLEURY MICHON,Paëllas,Plats préparés réfrigérés,https://www.carrefour.fr/p/plat-cuisine-paella-valenciana-fleury-michon-3302741859105?t=36994
5.42,18.07,FLEURY MICHON,Plats préparés à réchauffer au four,Moussaka,https://www.carrefour.fr/p/plat-cuisine-moussaka-boeuf-et-aubergines-fleury-michon-3302740044786?t=36994
2.9,29.0,HERTA,Bacon fumé,Bacon,https://www.carrefour.fr/p/bacon-fume-grandes-tranches-herta-3154230026181?t=36994
3.44,24.57,HERTA,Blancs de volaille en tranches,Charcuteries cuites,https://www.carrefour.fr/p/blanc-de-poulet-nature-conservation-sans-nitrite-herta-3154230800965?t=36994
3.2,16.0,HERTA,Croque monsieur,Sandwichs,https://www.carrefour.fr/p/croque-monsieur-comte-conservation-sans-nitrite-herta-3154230800576?t=36994
1.71,7.43,HERTA,Pâtes brisées,Pâtes à tarte,https://www.carrefour.fr/p/pate-a-tarte-brisee-tarte-en-or-herta-3154230600121?t=36994
4.82,16.07,MARIE,Plats préparés à réchauffer au micro ondes,Plats préparés frais,https://www.carrefour.fr/p/plat-cuisine-poisson-a-l-andalouse-marie-3166352967037?t=36994
4.74,16.93,MARIE,Penne au poulet,Penne,https://www.carrefour.fr/p/plat-cuisine-penne-poulet-pesto-marie-3248832960209?t=36994
5.14,17.13,MARIE,B,Caramel pork,https://www.carrefour.fr/p/plat-cuisine-porc-caramel-riz-marie-3356531160001?t=36994
4.15,16.6,RANA,Tortellini,Pâtes farcies,https://www.carrefour.fr/p/pates-fraiches-tortellini-pesto-rana-8001665714389?t=36994
4.43,17.72,RANA,Surgelés,Tortellini au fromage,https://www.carrefour.fr/p/pates-fraiches-tortellini-fromages-italiens-rana-8001665714396?t=36994
4.82,12.05,SODEBO,Box,Pâtes à la carbonara,https://www.carrefour.fr/p/box-radiatori-a-la-carbonara-sodebo-3242272260059?t=36994
4.69,11.72,SODEBO,Pasta Box,Box,https://www.carrefour.fr/p/box-radiatori-a-la-bolognaise-sodebo-3242272260554?t=36994
3.54,10.73,SODEBO,Box,Pâtes à la viande,https://www.carrefour.fr/p/box-fuslli-a-la-bolognaise-sodebo-3242272270157?t=36994
1.89,6.3,CARREFOUR,Coleslaw,Frais,https://www.carrefour.fr/p/coleslaw-duo-craquant-carrefour-3560070457335?t=36994
2.8,15.56,IGP REFLETS DE FRANCE,Produits au sel de Guérande,Pâtés de campagne,https://www.carrefour.fr/p/pate-de-campagne-breton-igp-reflets-de-france-3560070717545?t=36994
3.51,11.7,CARREFOUR EXTRA,Hachis parmentier,Plats préparés à réchauffer au micro ondes,https://www.carrefour.fr/p/plat-cuisine-hachis-parmentier-carrefour-extra-3560070758586?t=36994
3.64,10.4,CARREFOUR EXTRA,Lasagnes végétariennes,Lasagnes au fromage de chèvre et épinards,https://www.carrefour.fr/p/plat-cuisine-lasagnes-chevres-epinards-carrefour-extra-3560070941629?t=36994
3.41,8.52,CARREFOUR,Quiches lorraines,Quiches,https://www.carrefour.fr/p/quiche-lorraine-carrefour-3560071263416?t=36994
1.7,8.5,SIMPL,Salamis,Saucissons,https://www.carrefour.fr/p/salami-fume-simpl-3560070953684?t=36994
2.86,12.43,CARREFOUR BON APPETIT,Thon crudités,Sandwichs au thon,https://www.carrefour.fr/p/sandwich-thon-crudites-oeuf-carrefour-bon-appetit-3560070953080?t=36994
1.07,3.57,CARREFOUR CLASSIC,Taboulés frais,Taboulés orientaux,https://www.carrefour.fr/p/taboule-oriental-carrefour-classic-3270190207498?t=36994
2.85,8.91,BONDUELLE,Crudité,Macédoines de légumes,https://www.carrefour.fr/p/macedoine-de-legumes-bonduelle-3083680566131?t=36994
2.65,20.38,DAUNAT,Sandwichs au saumon,Sandwichs au poisson,https://www.carrefour.fr/p/sandwich-saumon-fromage-frais-daunat-3367651008784?t=36994
4.89,40.75,ESPUNA,Jambons Serrano,Produits carnés espagnols,https://www.carrefour.fr/p/jambon-serrano-espuna-8410060185906?t=36994
4.44,44.4,FLEURY MICHON,Charcuteries,Plats préparés,https://www.carrefour.fr/p/pastrami-de-boeuf-au-poivre-tranches-fines-fleury-michon-3095758097010?t=36994
2.78,13.9,HERTA,Croque monsieur,Croque monsieur frais,https://www.carrefour.fr/p/croque-monsieur-chevre-conservation-sans-nitrite-herta-3154230800422?t=36994
5.19,28.83,LE GAULOIS,Filets de poulet,Poulets,https://www.carrefour.fr/p/eminces-de-poulet-roti-le-gaulois-3266980134532?t=36994
4.66,18.64,L ITALIE DES PATES,Marguerites Ricotta Epinards,Pâtes fraîches,https://www.carrefour.fr/p/pates-fraiches-marguerites-ricotta-epinards-l-italie-des-pates-8005658008813?t=36994
6.03,20.1,MARIE,Blanquettes de veau,Plats au veau,https://www.carrefour.fr/p/plat-cuisine-blanquette-de-veau-marie-3248830227236?t=36994
4.6,18.4,RANA,Tortellini à la viande,Tortellini,https://www.carrefour.fr/p/pates-fraiches-tortellini-poulet-a-la-paysanne-rana-8001665714426?t=36994
4.3,17.2,RANA,Surgelés,Tortellini à la viande,https://www.carrefour.fr/p/pates-fraiches-tortellini-bacon-ricotta-mozzarella-rana-8001665714440?t=36994
3.47,10.52,SODEBO,Pâtes alimentaires,Céréales et dérivés,https://www.carrefour.fr/p/box-fusilli-aux-fromages-italiens-sodebo-3242272270355?t=36994
6.09,16.03,SODEBO,Pizzas,Pizzas tartes salées et quiches,https://www.carrefour.fr/p/pizza-dolce-campanella-mozzarella-jambon-speck-sodebo-3242272345558?t=36994
4.8,19.2,AOP SODEBO,Salades de légumes,Plats au poulet,https://www.carrefour.fr/p/salade-pates-poulet-roti-comte-aop-sauce-balsamique-moutarde-sodebo-3242274703059?t=36994
3.67,19.32,SODEBO,Sandwichs au saumon,Sandwichs aux crudités,https://www.carrefour.fr/p/sandwichs-club-pain-au-pavot-saumon-pointe-de-citron-sodebo-3242272845256?t=36994
2.69,13.45,CARREFOUR,Saucisses de Strasbourg,Saucisses françaises,https://www.carrefour.fr/p/mini-knacks-nature-carrefour-3560071240240?t=36994
1.9,13.1,CARREFOUR BON APPETIT,Sandwichs au poulet,Sandwichs aux crudités,https://www.carrefour.fr/p/sandwich-poulet-crudites-carrefour-bon-appetit-3560070574124?t=36994
1.9,6.33,CARREFOUR CLASSIC,Taboulés au poulet,Taboulés,https://www.carrefour.fr/p/taboule-au-poulet-carrefour-classic-3245412303890?t=36994
6.51,65.1,AOSTE,Jambons secs,Jambons crus,https://www.carrefour.fr/p/jambon-cru-grandes-tranches-aoste-3449865293375?t=36994
4.25,30.36,HERTA,Blancs de poulet en tranches,Blancs de volaille en tranches,https://www.carrefour.fr/p/blanc-de-poulet-a-la-broche-conservation-sans-nitrite-herta-3154230801023?t=36994
5.61,14.02,SODEBO,Pizza jambon fromage,Pizza au jambon,https://www.carrefour.fr/p/pizza-dolce-prosciutto-mozzarella-chiffonnade-de-jambon-sodebo-3242272346050?t=36994
2.14,17.12,SODEBO,Sandwichs au thon,Sandwichs au poisson,https://www.carrefour.fr/p/sandwichs-club-pain-complet-thon-oeuf-sodebo-3242272863151?t=36994
2.8,35.0,CARREFOUR SELECTION,Jambons Serrano,Produits carnés espagnols,https://www.carrefour.fr/p/jambon-serrano-carrefour-selection-3560070411405?t=36994
2.27,28.38,CARREFOUR EXTRA,Jambons blancs,Jambons,https://www.carrefour.fr/p/jambon-le-superieur-cuit-a-l-etouffee-carrefour-extra-3560071251048?t=36994
3.25,13.0,CARREFOUR BON APPETIT,Plats préparés frais,Salades composées,https://www.carrefour.fr/p/salade-jambon-emmental-crudites-carrefour-bon-appetit-3560070561186?t=36994
3.27,20.44,FLEURY MICHON,Blancs de dinde en tranches,Blancs de volaille en tranches,https://www.carrefour.fr/p/jambon-de-dinde-halal-fleury-michon-3095751067010?t=36994
3.45,18.16,SODEBO,Sandwichs au poulet,Sandwichs aux crudités,https://www.carrefour.fr/p/sandwichs-club-pain-aux-cereales-poulet-roti-sauce-caesar-sodebo-3242272845157?t=36994
4.48,18.67,REFLETS DE FRANCE,Ravioles,Plats préparés frais,https://www.carrefour.fr/p/pates-fraiches-ravioles-au-chevre-de-la-drome-reflets-de-france-3245390160317?t=36994
4.37,23.0,DAUNAT,Wraps,Sandwichs,https://www.carrefour.fr/p/wrap-chevre-tomates-marinees-daunat-3367651007282?t=36994
4.45,31.79,FLEURY MICHON,Jambon sans couenne,White hams with less salt,https://www.carrefour.fr/p/jambon-le-superieur-conservation-sans-nitrite-reduit-en-sel-fleury-michon-3302740047404?t=36994
4.5,18.0,RANA,Tortellini aux légumes,Tortellini,https://www.carrefour.fr/p/pates-fraiches-tortellini-pesto-rosso-rana-8001665713221?t=36994
4.68,46.8,REFLETS DE FRANCE,Andouilles de Guémené,Andouilles,https://www.carrefour.fr/p/andouille-de-guemene-reflets-de-france-3560070364046?t=36994
2.45,12.25,CARREFOUR NO GLUTEN,Galettes de sarrasin soufflé,Galettes de blé noir,https://www.carrefour.fr/p/galettes-de-sarrasin-sans-gluten-carrefour-no-gluten-3560070952892?t=36994
3.63,36.3,CARREFOUR EXTRA,Jambons secs,Jambons crus,https://www.carrefour.fr/p/jambon-sec-chiffonnade-carrefour-extra-3245411836825?t=36994
2.82,21.69,DAUNAT,Sandwiches,Salted spreads,https://www.carrefour.fr/p/sandwich-thon-fromage-frais-ciboulette-daunat-3367651008104?t=36994
4.78,11.95,SODEBO,Box,Plats préparés à réchauffer au micro ondes,https://www.carrefour.fr/p/box-radiatori-lardons-raclette-sodebo-3242272262558?t=36994
5.0,12.5,CARREFOUR ORIGINAL,Cassoulets au confit de canard,Cassoulets,https://www.carrefour.fr/p/plat-cuisine-cassoulet-confit-canard-carrefour-original-3560070610563?t=36994
3.96,15.84,CARREFOUR SENSATION,Salade composé,Lentilles,https://www.carrefour.fr/p/salade-lentilles-boulgour-feta-carrefour-sensation-3560071086138?t=36994
4.81,48.1,AUVERNOU,Saucissons secs,Saucissons,https://www.carrefour.fr/p/saucisson-roquefort-noix-auvernou-3466250015015?t=36994
4.5,18.0,MIX BUFFET,Salade repas,,https://www.carrefour.fr/p/cereales-lentilles-et-figues-mix-buffet-3700009267110?t=36994
4.22,16.88,RANA,Raviolis fraîs au fromage,Pâtes fraîches au fromage,https://www.carrefour.fr/p/pates-fraiches-grandi-girasoli-gorgonzola-aux-eclats-de-noix-rana-rana-8001665712798?t=36994
4.73,67.57,AOP CARREFOUR SELECTION,Jambons de San Daniele,Produits carnés italiens,https://www.carrefour.fr/p/jambon-san-daniele-aop-carrefour-selection-3560071150013?t=36994
3.25,10.83,CARREFOUR BON APPETIT,Pâtes instantanées,Pâtes alimentaires,https://www.carrefour.fr/p/plat-cuisine-festonate-carbonara-carrefour-bon-appetit-3560071191726?t=36994
2.54,18.14,CARREFOUR BON APPETIT,Sandwich pain de mie avec garnitures diverses,Sandwichs au poulet,https://www.carrefour.fr/p/sandwich-poulet-emmental-carrefour-bon-appetit-3560071247270?t=36994
4.92,19.68,RANA,Ravioli,Pâtes farcies,https://www.carrefour.fr/p/pates-fraiches-grandi-girasoli-tomates-et-mozzarella-aux-olives-concassees-rana-8001665712781?t=36994
7.4,19.47,MIX,Pizzas,Pizzas tartes salées et quiches,https://www.carrefour.fr/p/pizza-tomate-mozzarella-mix-3700009269152?t=36994
6.35,16.71,TREO,Pizzas margherita,Pizzas,https://www.carrefour.fr/p/pizza-margherita-treo-3760019717654?t=36994
3.35,11.17,CARREFOUR BON APPETIT,Plats à base de pâtes,Plats préparés,https://www.carrefour.fr/p/plat-cuisine-festonate-fromages-carrefour-bon-appetit-3560071191733?t=36994
